School ID,Class ID,Student ID,Gender,Personality Type,Japanese Language,Social Studies,Mathematics,Science,Music,Art,Health and Physical Education,Technology and Home Economics,Foreign Language,Moral Education,Integrated Study Time,Special Activities
1,2,6,Male,ESTJ,2,1,5,1,1,3,4,4,3,4,5,4
1,2,7,Male,ESFP,1,2,2,1,1,1,5,5,4,5,5,3
1,2,8,Male,ENFJ,3,5,1,4,5,4,1,4,1,4,2,5
1,2,9,Male,ENTP,1,5,2,3,2,1,5,1,3,1,4,1
1,2,10,Male,ISTP,5,3,2,2,4,4,4,2,1,5,2,1
1,2,11,Male,ENFP,1,1,4,5,2,2,4,5,2,4,4,4
1,2,12,Male,INFP,4,2,2,3,1,4,3,3,2,3,4,2
1,2,13,Male,INTP,4,1,4,2,3,3,4,3,1,3,3,3
1,2,14,Male,ISTP,4,5,3,4,2,2,5,5,2,4,3,5
1,2,15,Male,INFP,5,5,2,4,3,4,3,3,2,4,1,2
1,2,16,Male,INTP,1,2,2,5,4,5,1,2,4,1,1,4
1,2,17,Male,ESFJ,4,1,1,1,4,4,2,2,5,2,4,4
1,2,18,Male,ESFP,4,2,5,5,1,3,2,2,5,5,4,5
1,2,19,Male,ENTP,1,1,2,3,3,2,3,3,5,1,4,3
1,2,20,Male,INFP,5,2,1,1,3,3,3,5,1,4,3,3
1,2,21,Female,ESTJ,2,3,5,5,5,5,1,5,5,3,5,4
1,2,22,Female,ESFJ,2,4,4,1,5,3,1,2,3,2,5,3
1,2,23,Female,INTJ,4,3,2,3,3,1,1,2,5,3,2,2
1,2,24,Female,ENTJ,3,4,4,2,5,1,5,5,5,3,1,3
1,2,25,Female,ENFJ,4,4,3,4,3,1,5,2,2,4,3,1
1,2,26,Female,ISTP,4,4,4,4,4,2,2,1,1,4,3,4
1,2,27,Female,ISFP,1,5,1,3,4,4,5,5,1,4,2,3
1,2,28,Female,ENTJ,3,3,4,4,5,5,4,1,3,1,1,1
1,2,29,Female,ENTJ,2,4,3,2,4,1,3,2,4,2,2,1
1,2,30,Female,INFP,4,2,3,3,3,4,4,3,1,4,5,4
1,2,31,Female,ISFP,2,5,2,3,1,2,1,4,1,1,3,5
1,2,32,Female,INFJ,4,1,5,5,4,1,3,3,1,5,2,4
1,2,33,Female,ENTP,2,3,4,2,4,2,5,5,2,1,5,2
1,2,34,Female,ESFP,1,2,2,5,4,2,2,1,4,4,1,3
1,2,35,Female,INFJ,3,4,1,4,4,2,3,2,1,1,4,3
1,2,36,Female,ISTJ,4,3,5,3,4,3,5,5,5,4,2,4
1,2,37,Female,INFJ,2,2,4,5,3,1,2,5,4,4,5,4
1,2,38,Female,ENTJ,5,3,5,4,4,3,5,5,5,1,2,5
1,2,39,Female,ENTP,2,3,4,3,4,3,3,5,5,3,5,4
1,2,40,Female,ESFJ,1,4,3,5,5,5,5,4,4,1,3,5
1,3,1,Male,INTP,4,4,3,1,5,1,5,2,3,2,4,1
1,3,2,Male,ESTJ,1,1,4,4,4,3,2,2,1,2,1,2
1,3,3,Male,INFJ,2,2,3,1,5,2,4,4,3,2,3,3
1,3,4,Male,ESFP,4,3,4,5,2,2,5,3,5,2,5,3
1,3,5,Male,ENFJ,2,1,3,4,1,4,1,4,4,1,3,4
1,3,6,Male,ENFP,2,3,4,1,5,5,4,1,2,5,1,3
1,3,7,Male,ENFJ,4,5,1,3,1,2,2,4,5,2,3,3
1,3,8,Male,ESFP,3,1,3,5,4,1,2,2,1,1,2,2
1,3,9,Male,ESFP,2,2,5,4,1,3,2,2,5,1,4,1
1,3,10,Male,ENTJ,5,4,5,3,2,4,5,1,4,3,4,1
1,3,11,Male,ISTP,5,4,1,4,2,3,4,3,2,4,5,2
1,3,12,Male,ISFP,1,4,5,3,2,1,1,3,4,3,1,5
1,3,13,Male,INTP,3,2,1,3,1,1,1,5,2,5,4,1
1,3,14,Male,ISFJ,3,4,4,2,2,4,2,5,3,1,2,4
1,3,15,Male,ENTP,1,2,2,3,5,2,4,5,4,5,4,1
1,3,16,Male,ISFP,1,4,2,4,1,1,2,3,3,2,2,4
1,3,17,Male,ENFP,4,5,1,5,4,5,5,2,1,2,3,1
1,3,18,Male,INTJ,5,3,5,2,2,2,1,1,3,5,4,4
1,3,19,Male,ENTJ,2,4,3,1,1,2,4,3,2,5,1,2
1,3,20,Male,INFP,1,5,3,2,4,2,4,1,2,4,1,4
1,3,21,Female,INFP,4,2,5,3,2,5,5,5,2,4,3,1
1,3,22,Female,INTJ,2,1,2,3,1,3,1,3,3,2,5,3
1,3,23,Female,ISFJ,5,2,2,3,5,2,3,1,5,4,4,1
1,3,24,Female,ESFJ,2,1,5,2,5,3,4,5,3,1,1,5
1,3,25,Female,INFJ,2,1,1,4,4,2,4,2,5,1,3,2
1,3,26,Female,ESFP,1,3,2,1,5,2,4,1,3,5,3,3
1,3,27,Female,ESTP,5,3,3,1,5,2,5,2,4,2,2,2
1,3,28,Female,ISFP,1,2,5,2,5,1,1,3,4,3,5,3
1,3,29,Female,ENTP,3,4,5,5,2,1,4,1,2,5,2,2
1,3,30,Female,ISTJ,1,5,3,2,5,4,1,5,2,1,5,5
1,3,31,Female,ISTJ,2,4,1,3,3,3,2,1,1,5,4,4
1,3,32,Female,ENTP,1,2,5,4,2,2,3,1,2,3,3,5
1,3,33,Female,ESFP,3,5,3,3,5,2,4,5,5,5,2,3
1,3,34,Female,ISTJ,5,4,5,3,3,3,4,5,2,5,5,1
1,3,35,Female,ENFP,1,4,4,4,4,4,4,3,5,3,2,2
1,3,36,Female,INFP,4,4,1,2,4,4,4,4,5,1,4,5
1,3,37,Female,ISTJ,1,4,2,4,3,5,2,3,2,5,1,5
1,3,38,Female,ESTJ,2,1,2,1,5,3,5,2,1,5,2,4
1,3,39,Female,ENFJ,3,2,1,3,1,5,5,3,4,3,2,1
1,3,40,Female,ESFJ,2,3,1,1,5,5,4,3,3,3,3,3
1,4,1,Male,ESFJ,3,3,1,1,1,3,3,3,1,5,5,4
1,4,2,Male,ISTP,5,1,5,4,5,5,4,4,3,5,2,5
1,4,3,Male,ISFJ,3,4,4,3,2,2,1,3,2,5,3,5
1,4,4,Male,ESFP,5,3,2,4,1,3,5,3,5,2,2,2
1,4,5,Male,ESFP,4,1,2,3,1,5,4,1,3,3,2,4
1,4,6,Male,ENFP,4,5,1,2,4,1,1,3,5,1,1,5
1,4,7,Male,ENFJ,2,2,5,1,5,2,1,3,1,1,3,4
1,4,8,Male,INFJ,2,4,3,2,1,1,2,4,1,5,2,4
1,4,9,Male,ISFJ,1,4,4,4,5,5,1,5,1,3,4,2
1,4,10,Male,ENFJ,3,5,3,1,2,5,1,3,3,2,2,1
1,4,11,Male,INFP,2,4,4,3,2,5,2,4,3,4,4,4
1,4,12,Male,INTJ,5,5,5,2,4,2,4,3,3,2,5,2
1,4,13,Male,INFP,3,1,2,4,5,2,4,1,4,2,3,3
1,4,14,Male,ESTJ,3,2,4,1,5,4,2,5,2,3,1,3
1,4,15,Male,ENFP,3,5,5,2,2,1,4,1,5,2,5,3
1,4,16,Male,ENFJ,3,3,4,1,3,4,3,1,4,1,4,1
1,4,17,Male,ISTJ,2,4,4,2,4,1,4,5,3,1,2,3
1,4,18,Male,INFJ,2,4,1,1,1,3,1,4,2,5,5,3
1,4,19,Male,ESFJ,5,5,5,3,5,1,2,4,3,1,1,2
1,4,20,Male,ENTJ,5,5,3,5,3,1,1,1,3,2,1,2
1,4,21,Female,ISFJ,2,1,3,2,2,3,3,2,3,2,1,5
1,4,22,Female,ENFJ,2,5,1,4,4,3,2,4,1,3,3,4
1,4,23,Female,ENTJ,2,5,3,4,2,4,2,3,2,4,1,3
1,4,24,Female,INFP,3,4,4,4,5,1,1,3,3,5,3,2
1,4,25,Female,ISTJ,3,4,1,5,5,3,1,2,2,2,2,5
1,4,26,Female,ISFP,1,5,1,1,5,1,5,3,1,5,2,2
1,4,27,Female,ISFP,1,2,4,4,1,4,1,5,3,5,2,1
1,4,28,Female,ENFP,1,4,2,1,2,4,3,3,3,1,1,5
1,4,29,Female,ISFJ,2,3,1,1,1,3,1,4,3,3,1,4
1,4,30,Female,ENTJ,5,2,1,1,3,3,3,5,4,1,5,3
1,4,31,Female,ISTJ,1,3,4,3,4,3,1,1,5,1,5,5
1,4,32,Female,ESTJ,4,1,1,5,2,4,4,1,2,1,4,5
1,4,33,Female,INFP,5,2,5,2,2,1,1,3,1,1,3,2
1,4,34,Female,INFJ,3,5,2,5,1,1,5,1,2,3,3,1
1,4,35,Female,ISFP,1,2,5,5,1,5,3,2,5,3,3,4
1,4,36,Female,ISFJ,2,1,5,3,5,3,5,4,1,3,1,5
1,4,37,Female,INFP,1,5,3,2,1,2,1,5,2,3,2,1
1,4,38,Female,ISFP,3,5,1,3,5,1,3,5,2,4,2,5
1,4,39,Female,ENFP,5,2,4,2,4,1,5,5,3,3,1,3
1,4,40,Female,ESTP,3,3,2,5,4,4,5,5,2,2,2,3
1,5,1,Male,ENFP,1,3,5,5,3,1,1,1,2,1,4,2
1,5,2,Male,INFJ,2,2,4,2,5,4,2,4,2,5,5,2
1,5,3,Male,ENTP,5,1,2,1,3,2,3,1,3,2,1,2
1,5,4,Male,INFJ,5,3,4,5,3,2,5,1,2,4,2,2
1,5,5,Male,INTP,5,1,5,5,2,5,4,4,5,5,3,1
1,5,6,Male,ISTP,3,2,2,5,5,3,1,5,5,2,3,2
1,5,7,Male,ESTP,4,1,2,3,5,2,2,5,3,4,2,1
1,5,8,Male,ESTP,1,5,5,1,3,5,1,2,3,1,1,5
1,5,9,Male,ENTJ,5,5,3,2,5,1,4,4,1,5,1,1
1,5,10,Male,ISFP,5,3,1,1,2,4,3,3,2,1,2,1
1,5,11,Male,ENTP,4,2,4,2,3,3,4,3,5,1,4,3
1,5,12,Male,ISTP,4,5,1,3,5,4,3,1,5,3,2,5
1,5,13,Male,ENTJ,1,3,3,5,2,5,5,5,1,2,3,1
1,5,14,Male,INFJ,1,5,1,3,1,3,3,4,1,3,5,4
1,5,15,Male,ESTP,2,1,4,2,3,2,1,3,2,3,1,4
1,5,16,Male,ENTP,4,2,1,5,2,2,2,5,4,2,1,1
1,5,17,Male,ISFP,4,5,3,4,2,4,2,1,3,5,2,4
1,5,18,Male,ESFJ,2,2,2,4,5,1,3,5,3,3,2,3
1,5,19,Male,ENFP,1,5,2,4,3,2,4,2,3,5,5,1
1,5,20,Male,ENFP,2,1,4,4,2,1,1,5,2,2,2,5
1,5,21,Female,ESFJ,5,3,1,4,1,1,2,4,1,1,4,1
1,5,22,Female,ESTJ,2,5,2,2,5,1,3,4,4,2,5,5
1,5,23,Female,ESTJ,4,2,5,4,3,5,2,4,3,2,3,1
1,5,24,Female,ISFJ,1,4,4,4,4,2,5,1,5,3,5,4
1,5,25,Female,ENFJ,2,1,5,2,1,4,3,4,4,1,5,1
1,5,26,Female,ISFP,3,4,4,3,5,1,1,3,3,3,5,4
1,5,27,Female,ESFJ,1,4,5,2,1,2,3,1,3,4,3,4
1,5,28,Female,ISFP,4,4,3,5,3,3,1,1,5,5,5,1
1,5,29,Female,ESFP,1,3,1,3,5,2,3,3,3,4,1,1
1,5,30,Female,INFP,2,5,1,5,4,5,5,1,2,5,2,3
1,5,31,Female,ISTJ,5,3,2,3,3,3,5,5,3,4,5,2
1,5,32,Female,ISFJ,4,4,3,3,5,1,2,3,5,1,5,2
1,5,33,Female,ESFP,3,2,3,5,4,3,3,4,3,1,1,3
1,5,34,Female,ENTJ,1,2,4,5,5,4,5,1,2,2,2,2
1,5,35,Female,ESTP,3,4,2,4,3,3,4,4,3,1,4,4
1,5,36,Female,ENTJ,4,2,1,1,1,1,5,5,5,5,5,4
1,5,37,Female,INFP,4,3,4,5,5,1,5,3,2,4,3,4
1,5,38,Female,INTP,2,2,3,2,2,1,4,3,1,4,4,3
1,5,39,Female,ISTJ,4,5,2,5,1,3,3,4,1,1,5,4
1,5,40,Female,INTJ,2,4,1,1,4,2,5,4,5,5,4,2
2,1,1,Male,ESTP,1,4,1,5,2,4,4,5,4,4,3,5
2,1,2,Male,INFJ,1,4,1,5,4,2,5,4,1,1,5,3
2,1,3,Male,ESTP,4,2,3,3,3,5,2,2,3,1,2,5
2,1,4,Male,ESFJ,2,4,5,1,1,5,3,5,1,5,1,4
2,1,5,Male,ESTJ,5,5,5,5,4,4,5,3,4,1,3,4
2,1,6,Male,ISTJ,3,1,1,1,4,1,4,3,5,2,4,4
2,1,7,Male,INTJ,3,1,2,5,5,3,1,5,1,1,5,2
2,1,8,Male,ENTP,5,5,5,5,5,3,2,4,3,2,5,4
2,1,9,Male,INTJ,4,3,5,1,4,3,4,2,3,2,5,4
2,1,10,Male,ESFJ,3,1,2,5,3,5,3,2,2,3,5,4
2,1,11,Male,INFP,1,1,4,2,5,2,3,5,2,5,3,1
2,1,12,Male,ENFJ,5,1,5,1,2,5,1,4,5,3,5,3
2,1,13,Male,ENFP,1,2,2,2,5,3,3,2,1,3,2,2
2,1,14,Male,ISTJ,5,5,3,4,1,2,3,3,2,3,3,1
2,1,15,Male,INFP,3,1,2,4,2,5,1,1,4,5,2,3
2,1,16,Male,INFP,4,2,3,2,3,4,1,3,2,1,1,1
2,1,17,Male,ESFP,3,4,5,4,5,4,2,3,3,4,5,5
2,1,18,Male,ESTJ,1,3,4,1,3,1,4,1,4,2,1,2
2,1,19,Male,ISFJ,3,5,5,1,1,1,1,1,2,5,1,4
2,1,20,Male,ESFP,1,3,1,3,1,4,5,1,2,5,4,3
2,1,21,Female,ISFJ,5,2,4,2,3,4,3,3,2,1,1,4
2,1,22,Female,ESTJ,3,4,3,1,4,2,4,1,4,1,1,1
2,1,23,Female,ISTJ,1,3,3,1,1,3,3,5,2,5,1,2
2,1,24,Female,ISFJ,3,1,4,3,2,3,3,2,1,4,5,1
2,1,25,Female,ISFJ,4,2,5,3,1,2,1,1,5,4,3,1
2,1,26,Female,ISTP,4,1,1,2,3,2,4,3,5,2,4,1
2,1,27,Female,ISFJ,1,5,3,3,4,5,2,4,4,2,1,1
2,1,28,Female,ENTJ,2,5,5,2,4,1,5,2,4,5,3,3
2,1,29,Female,INTJ,3,1,5,2,2,4,2,5,2,3,1,4
2,1,30,Female,INFP,4,1,5,4,5,2,3,4,5,4,4,3
2,1,31,Female,ENTP,5,4,3,2,2,2,3,3,4,2,2,4
2,1,32,Female,INFJ,3,2,4,2,1,5,5,4,3,5,3,3
2,1,33,Female,INTP,4,4,1,5,1,3,2,3,1,1,5,4
2,1,34,Female,ENFJ,2,4,3,1,2,5,2,3,3,1,2,2
2,1,35,Female,ESTP,2,3,3,5,4,4,5,2,3,3,3,1
2,1,36,Female,INTP,3,2,4,5,2,1,4,4,5,2,3,1
2,1,37,Female,ESFJ,4,5,3,1,5,4,3,2,3,3,5,5
2,1,38,Female,INTJ,4,1,3,5,2,2,5,2,3,4,1,4
2,1,39,Female,ISTJ,4,1,5,1,1,5,2,3,2,1,2,1
2,1,40,Female,INFP,5,5,1,4,2,3,2,2,1,1,2,5
2,2,1,Male,ENFJ,1,4,4,2,3,2,3,1,5,5,3,2
2,2,2,Male,INFP,4,2,5,1,3,3,4,2,3,1,4,3
2,2,3,Male,INTJ,5,2,2,5,5,2,4,3,2,4,3,2
2,2,4,Male,ENFP,4,4,3,4,1,3,3,3,2,1,5,3
2,2,5,Male,ESFP,4,5,5,4,2,3,2,1,1,5,2,1
2,2,6,Male,ISTJ,4,1,3,2,3,3,4,2,3,5,4,5
2,2,7,Male,ISFP,1,1,2,4,3,3,4,3,1,4,5,3
2,2,8,Male,ESTJ,5,4,1,1,2,2,4,1,2,2,4,5
2,2,9,Male,INTJ,1,5,1,4,4,3,2,1,3,1,2,5
2,2,10,Male,ESTJ,1,2,2,1,5,3,3,3,3,4,1,2
2,2,11,Male,INTP,1,4,1,3,5,5,2,4,3,1,4,5
2,2,12,Male,ENTP,4,3,4,3,1,2,1,2,5,2,1,1
2,2,13,Male,ENFP,5,2,3,3,5,2,4,2,5,1,2,4
2,2,14,Male,INTJ,5,3,4,3,4,4,1,1,4,1,4,3
2,2,15,Male,ISTP,4,4,4,3,5,2,3,1,2,1,3,1
2,2,16,Male,INFJ,2,2,2,3,5,3,3,5,5,5,3,4
2,2,17,Male,INTJ,2,5,3,4,3,2,1,3,1,2,1,2
2,2,18,Male,ESTP,3,3,5,5,4,3,4,2,5,4,1,1
2,2,19,Male,INFJ,5,2,4,3,3,4,4,5,1,5,2,1
2,2,20,Male,ESTJ,1,3,2,2,4,1,3,5,2,1,4,5
2,2,21,Female,ESFP,2,5,5,2,5,1,5,5,2,1,1,2
2,2,22,Female,ISFP,5,4,4,3,5,1,3,3,1,1,2,4
2,2,23,Female,INFJ,3,4,4,2,5,5,3,2,2,3,4,4
2,2,24,Female,ISTJ,5,5,1,1,4,4,3,5,3,5,2,1
2,2,25,Female,ENTP,1,5,4,1,3,2,5,4,2,2,5,4
2,2,26,Female,ENFP,2,5,5,3,3,2,1,5,3,4,1,5
2,2,27,Female,ENTP,1,5,4,5,5,4,3,5,1,5,1,1
2,2,28,Female,ESFJ,3,3,5,5,1,4,3,5,5,2,3,4
2,2,29,Female,INFP,5,1,2,4,5,4,3,2,3,1,3,1
2,2,30,Female,ESFJ,5,4,4,4,1,4,2,4,2,4,5,4
2,2,31,Female,ESTP,5,2,4,2,3,4,3,4,5,5,1,3
2,2,32,Female,ENTP,1,3,4,5,5,5,5,3,3,5,3,2
2,2,33,Female,ISFP,4,4,4,3,4,5,4,4,4,3,3,2
2,2,34,Female,ISFJ,4,1,2,3,1,4,4,2,5,1,3,2
2,2,35,Female,ISFJ,4,3,4,2,1,5,4,4,5,3,5,3
2,2,36,Female,ISTP,2,3,4,3,1,5,5,5,4,1,3,1
2,2,37,Female,ISFJ,3,2,5,5,1,1,3,4,3,4,4,2
2,2,38,Female,INFJ,1,3,3,3,1,5,5,2,2,5,2,4
2,2,39,Female,ESTJ,3,2,4,4,3,2,1,2,5,1,2,4
2,2,40,Female,ESTJ,4,4,2,4,3,2,3,2,3,2,1,4
2,3,1,Male,ISTJ,2,2,3,4,3,1,4,1,4,2,3,4
2,3,2,Male,ENTP,3,4,1,5,2,3,4,2,1,1,2,2
2,3,3,Male,INFJ,1,3,4,5,3,3,3,2,2,5,3,3
2,3,4,Male,ESTJ,2,1,1,4,3,3,3,4,2,3,5,2
2,3,5,Male,ISFP,2,5,2,3,4,5,4,4,3,2,4,3
2,3,6,Male,ESTJ,4,3,4,1,5,1,2,2,1,2,3,5
2,3,7,Male,INFJ,4,5,5,1,1,5,4,3,3,5,1,1
2,3,8,Male,ISFJ,2,5,4,4,1,4,3,4,4,5,2,5
2,3,9,Male,ISTP,5,5,5,2,3,2,4,3,1,3,4,1
2,3,10,Male,ESFP,2,5,2,3,4,4,3,5,3,3,3,4
2,3,11,Male,ENTJ,2,5,1,1,1,1,5,3,3,2,1,4
2,3,12,Male,INFP,5,4,5,5,1,5,5,5,4,2,1,1
2,3,13,Male,ENTJ,3,3,1,5,1,5,1,4,4,2,4,2
2,3,14,Male,ENTJ,1,4,1,5,4,5,3,2,3,4,3,1
2,3,15,Male,ESFP,4,1,2,2,5,1,2,1,3,3,5,1
2,3,16,Male,ESTJ,1,2,2,2,1,3,4,3,4,3,2,5
2,3,17,Male,ESFJ,4,4,2,3,2,3,1,3,1,2,3,3
2,3,18,Male,ENFP,3,4,2,3,4,2,2,1,2,4,3,4
2,3,19,Male,ISFJ,1,1,2,5,5,5,2,1,2,3,4,2
2,3,20,Male,ENFP,5,2,5,4,3,2,5,1,3,5,2,2
2,3,21,Female,ESTJ,1,5,5,3,2,3,3,4,4,4,5,3
2,3,22,Female,ESFP,1,3,2,3,3,5,5,4,5,4,4,2
2,3,23,Female,ESFJ,2,2,5,1,3,5,2,5,5,1,2,4
2,3,24,Female,INTJ,2,1,1,2,4,1,4,2,2,4,3,1
2,3,25,Female,ISTP,4,4,5,3,5,5,4,4,4,1,3,1
2,3,26,Female,ESFP,4,5,2,3,1,3,4,3,1,5,3,1
2,3,27,Female,INFP,3,1,2,4,1,2,4,1,2,5,4,3
2,3,28,Female,ENFJ,5,2,4,1,3,4,4,3,2,1,4,1
2,3,29,Female,ENFP,4,3,5,1,1,2,4,4,4,4,1,1
2,3,30,Female,ESFP,3,1,4,2,3,4,4,1,4,4,4,5
2,3,31,Female,ESTP,4,1,4,5,1,2,3,5,1,5,4,5
2,3,32,Female,ISFJ,2,4,4,3,4,1,2,4,4,5,3,1
2,3,33,Female,INTP,2,1,3,4,2,3,1,3,1,2,2,2
2,3,34,Female,ISFP,4,2,5,1,4,1,2,5,1,2,3,1
2,3,35,Female,INTJ,1,4,3,4,3,5,2,2,3,1,3,5
2,3,36,Female,INFP,1,5,4,1,3,1,5,2,2,5,2,1
2,3,37,Female,INTJ,5,1,3,3,2,5,5,4,3,1,3,1
2,3,38,Female,INTP,2,3,2,4,1,5,3,1,2,4,3,1
2,3,39,Female,ESTJ,2,2,4,3,1,5,1,5,5,3,2,3
2,3,40,Female,ISTJ,5,5,4,4,1,1,2,5,1,5,1,4
2,4,1,Male,INFJ,4,3,2,5,1,2,5,3,3,1,5,1
2,4,2,Male,ISFP,3,4,5,1,1,5,4,2,4,5,3,1
2,4,3,Male,ENTP,2,1,4,2,5,2,5,3,2,5,4,1
2,4,4,Male,INTP,3,2,1,1,2,3,4,2,4,3,4,5
2,4,5,Male,INFP,2,3,5,1,5,1,3,5,1,4,2,1
2,4,6,Male,ESFJ,2,3,3,1,1,3,3,2,3,3,2,2
2,4,7,Male,ENFP,4,5,4,4,5,5,5,1,1,5,1,2
2,4,8,Male,ISFJ,5,3,4,2,5,5,5,4,2,5,2,5
2,4,9,Male,INFJ,1,5,3,4,3,5,5,3,2,2,1,4
2,4,10,Male,ENTP,5,2,5,2,3,1,1,3,1,3,5,5
2,4,11,Male,ENFJ,5,3,1,5,4,1,5,1,2,1,1,5
2,4,12,Male,INFP,2,3,5,3,3,1,1,5,1,5,3,2
2,4,13,Male,INFP,2,3,1,5,2,1,3,3,1,5,1,4
2,4,14,Male,INTP,5,3,3,5,5,5,3,4,5,3,4,3
2,4,15,Male,ISFJ,1,4,1,3,2,3,2,3,4,2,5,4
2,4,16,Male,ESTP,2,1,5,3,2,4,1,2,2,2,4,1
2,4,17,Male,ISTJ,2,2,3,2,2,4,5,1,5,3,5,5
2,4,18,Male,ESTP,5,3,1,2,3,1,2,5,4,4,2,5
2,4,19,Male,ENTP,4,5,1,3,3,1,1,1,4,2,4,3
2,4,20,Male,ENFP,5,5,2,5,1,1,1,4,5,1,1,4
2,4,21,Female,ENFP,4,5,5,4,5,4,4,4,5,4,3,2
2,4,22,Female,ISFJ,4,4,2,4,1,5,1,4,2,2,5,1
2,4,23,Female,ESTJ,1,1,5,2,1,3,1,3,3,2,2,4
2,4,24,Female,INTP,1,5,4,5,3,3,3,4,1,3,4,5
2,4,25,Female,ISFJ,2,3,2,3,5,5,5,3,4,5,5,1
2,4,26,Female,ENTJ,5,2,4,2,3,2,2,4,5,1,1,2
2,4,27,Female,ENTP,1,5,2,1,1,5,1,5,3,4,4,5
2,4,28,Female,ISTP,5,4,5,3,4,2,4,1,3,1,5,5
2,4,29,Female,INTP,3,4,5,4,5,3,5,5,3,1,5,1
2,4,30,Female,ESTJ,5,5,5,2,1,3,2,3,1,5,3,1
2,4,31,Female,ESFJ,1,2,1,5,2,1,5,3,5,5,2,1
2,4,32,Female,ESTP,4,3,5,1,2,4,2,2,4,1,4,5
2,4,33,Female,INFJ,2,1,3,4,4,2,3,3,3,4,5,1
2,4,34,Female,ESFJ,5,3,1,2,3,5,1,4,2,5,2,5
2,4,35,Female,ESFP,4,3,3,2,1,5,4,3,5,2,5,2
2,4,36,Female,ESFJ,3,5,2,5,1,3,4,2,3,3,2,1
2,4,37,Female,ESTJ,3,4,4,1,4,3,2,4,5,1,5,1
2,4,38,Female,ENFJ,3,4,4,1,5,5,3,3,4,5,5,1
2,4,39,Female,ENFJ,4,1,2,5,1,1,2,2,2,1,4,5
2,4,40,Female,ISTJ,5,1,2,3,2,1,3,1,4,3,3,5
